"Sr. No.","HS Code","HS Description","Country Name","April-2019-20_INR_Cr","April-2019-20_USD_Mn","April-2020-21_INR_Cr","April-2020-21_USD_Mn","April-2021-22_INR_Cr","April-2021-22_USD_Mn","April-2022-23_INR_Cr","April-2022-23_USD_Mn","April-2023-24_INR_Cr","April-2023-24_USD_Mn","April-2024-25_INR_Cr","April-2024-25_USD_Mn","April-2025-26_INR_Cr","April-2025-26_USD_Mn","April-2026-27_INR_Cr","April-2026-27_USD_Mn","August-2019-20_INR_Cr","August-2019-20_USD_Mn","August-2020-21_INR_Cr","August-2020-21_USD_Mn","August-2021-22_INR_Cr","August-2021-22_USD_Mn","August-2022-23_INR_Cr","August-2022-23_USD_Mn","August-2023-24_INR_Cr","August-2023-24_USD_Mn","August-2024-25_INR_Cr","August-2024-25_USD_Mn","August-2025-26_INR_Cr","August-2025-26_USD_Mn","December-2019-20_INR_Cr","December-2019-20_USD_Mn","December-2020-21_INR_Cr","December-2020-21_USD_Mn","December-2021-22_INR_Cr","December-2021-22_USD_Mn","December-2022-23_INR_Cr","December-2022-23_USD_Mn","December-2023-24_INR_Cr","December-2023-24_USD_Mn","December-2024-25_INR_Cr","December-2024-25_USD_Mn","December-2025-26_INR_Cr","December-2025-26_USD_Mn","February-2019-20_INR_Cr","February-2019-20_USD_Mn","February-2020-21_INR_Cr","February-2020-21_USD_Mn","February-2021-22_INR_Cr","February-2021-22_USD_Mn","February-2022-23_INR_Cr","February-2022-23_USD_Mn","February-2023-24_INR_Cr","February-2023-24_USD_Mn","February-2024-25_INR_Cr","February-2024-25_USD_Mn","February-2025-26_INR_Cr","February-2025-26_USD_Mn","January-2019-20_INR_Cr","January-2019-20_USD_Mn","January-2020-21_INR_Cr","January-2020-21_USD_Mn","January-2021-22_INR_Cr","January-2021-22_USD_Mn","January-2022-23_INR_Cr","January-2022-23_USD_Mn","January-2023-24_INR_Cr","January-2023-24_USD_Mn","January-2024-25_INR_Cr","January-2024-25_USD_Mn","January-2025-26_INR_Cr","January-2025-26_USD_Mn","July-2019-20_INR_Cr","July-2019-20_USD_Mn","July-2020-21_INR_Cr","July-2020-21_USD_Mn","July-2021-22_INR_Cr","July-2021-22_USD_Mn","July-2022-23_INR_Cr","July-2022-23_USD_Mn","July-2023-24_INR_Cr","July-2023-24_USD_Mn","July-2024-25_INR_Cr","July-2024-25_USD_Mn","July-2025-26_INR_Cr","July-2025-26_USD_Mn","June-2019-20_INR_Cr","June-2019-20_USD_Mn","June-2020-21_INR_Cr","June-2020-21_USD_Mn","June-2021-22_INR_Cr","June-2021-22_USD_Mn","June-2022-23_INR_Cr","June-2022-23_USD_Mn","June-2023-24_INR_Cr","June-2023-24_USD_Mn","June-2024-25_INR_Cr","June-2024-25_USD_Mn","June-2025-26_INR_Cr","June-2025-26_USD_Mn","June-2026-27_INR_Cr","June-2026-27_USD_Mn","March-2019-20_INR_Cr","March-2019-20_USD_Mn","March-2020-21_INR_Cr","March-2020-21_USD_Mn","March-2021-22_INR_Cr","March-2021-22_USD_Mn","March-2022-23_INR_Cr","March-2022-23_USD_Mn","March-2023-24_INR_Cr","March-2023-24_USD_Mn","March-2024-25_INR_Cr","March-2024-25_USD_Mn","March-2025-26_INR_Cr","March-2025-26_USD_Mn","May-2019-20_INR_Cr","May-2019-20_USD_Mn","May-2020-21_INR_Cr","May-2020-21_USD_Mn","May-2021-22_INR_Cr","May-2021-22_USD_Mn","May-2022-23_INR_Cr","May-2022-23_USD_Mn","May-2023-24_INR_Cr","May-2023-24_USD_Mn","May-2024-25_INR_Cr","May-2024-25_USD_Mn","May-2025-26_INR_Cr","May-2025-26_USD_Mn","May-2026-27_INR_Cr","May-2026-27_USD_Mn","November-2019-20_INR_Cr","November-2019-20_USD_Mn","November-2020-21_INR_Cr","November-2020-21_USD_Mn","November-2021-22_INR_Cr","November-2021-22_USD_Mn","November-2022-23_INR_Cr","November-2022-23_USD_Mn","November-2023-24_INR_Cr","November-2023-24_USD_Mn","November-2024-25_INR_Cr","November-2024-25_USD_Mn","November-2025-26_INR_Cr","November-2025-26_USD_Mn","October-2019-20_INR_Cr","October-2019-20_USD_Mn","October-2020-21_INR_Cr","October-2020-21_USD_Mn","October-2021-22_INR_Cr","October-2021-22_USD_Mn","October-2022-23_INR_Cr","October-2022-23_USD_Mn","October-2023-24_INR_Cr","October-2023-24_USD_Mn","October-2024-25_INR_Cr","October-2024-25_USD_Mn","October-2025-26_INR_Cr","October-2025-26_USD_Mn","September-2019-20_INR_Cr","September-2019-20_USD_Mn","September-2020-21_INR_Cr","September-2020-21_USD_Mn","September-2021-22_INR_Cr","September-2021-22_USD_Mn","September-2022-23_INR_Cr","September-2022-23_USD_Mn","September-2023-24_INR_Cr","September-2023-24_USD_Mn","September-2024-25_INR_Cr","September-2024-25_USD_Mn","September-2025-26_INR_Cr","September-2025-26_USD_Mn"
"11","30","PHARMACEUTICAL PRODUCTS","AUSTRALIA","117.491","16.923","149.069","19.554","199.077","26.732","251.436","33.011","353.466","43.095","248.395","29.781","326.959","38.213","410.016","43.828","153.032","21.510","163.991","21.962","212.008","28.578","239.647","30.123","255.062","30.810","306.242","36.502","399.911","45.695","162.544","22.832","211.647","28.759","207.543","27.536","325.313","39.449","290.370","34.867","323.953","38.118","342.608","38.029","151.249","21.157","204.257","28.074","285.617","38.081","283.292","34.293","278.956","33.624","256.339","29.446","356.293","39.269","185.145","25.962","210.181","28.749","249.315","33.491","268.308","32.761","235.611","28.346","350.307","40.608","389.267","42.871","139.819","20.320","181.735","24.233","201.989","27.103","258.172","32.433","303.554","36.950","325.860","38.981","352.089","40.886","172.378","24.824","181.703","23.995","219.850","29.888","235.190","30.124","329.826","40.108","311.221","37.285","371.258","43.218","408.111","42.973","124.644","16.764","235.387","32.337","244.446","32.061","333.546","40.534","326.719","39.365","386.663","44.630","418.477","45.114","145.726","20.886","202.142","26.717","192.133","26.223","200.403","25.919","298.649","36.269","235.952","28.294","338.469","39.731","327.242","34.231","154.026","21.557","200.431","27.005","204.374","27.434","290.101","35.460","227.571","27.320","270.946","32.116","370.735","41.737","139.229","19.599","212.654","28.949","196.738","26.261","196.817","23.903","286.102","34.373","369.445","43.966","334.927","37.881","144.871","20.309","195.251","26.571","253.118","34.408","278.146","34.668","274.228","33.021","279.891","33.397","310.376","35.141"
"12","30","PHARMACEUTICAL PRODUCTS","NEPAL","117.088","16.865","71.169","9.335","150.618","20.225","128.087","16.816","124.815","15.217","160.063","19.191","160.440","18.752","161.452","17.258","133.529","18.768","98.610","13.206","163.946","22.100","165.529","20.807","164.020","19.813","176.379","21.023","192.149","21.955","138.684","19.480","129.604","17.611","193.106","25.620","154.703","18.760","193.516","23.237","214.991","25.297","215.436","23.913","122.880","17.189","167.453","23.016","125.892","16.785","138.703","16.790","140.051","16.881","157.858","18.133","160.510","17.691","133.765","18.757","137.758","18.843","158.212","21.253","119.928","14.643","170.888","20.559","180.686","20.945","179.915","19.815","122.877","17.858","113.598","15.148","163.680","21.963","145.138","18.233","121.775","14.823","152.630","18.258","181.344","21.059","127.621","18.379","106.834","14.108","162.825","22.136","129.809","16.626","147.356","17.919","170.270","20.399","171.846","20.005","217.406","22.892","92.402","12.428","139.044","19.101","185.333","24.308","158.561","19.269","182.193","21.952","199.258","22.999","195.669","21.094","120.399","17.256","121.849","16.105","169.126","23.083","138.798","17.951","155.938","18.938","153.979","18.464","199.959","23.472","167.242","17.494","121.657","17.026","115.874","15.612","192.289","25.812","172.340","21.066","153.759","18.459","157.701","18.693","207.479","23.358","122.457","17.238","120.631","16.422","179.877","24.011","98.770","11.995","161.797","19.439","155.774","18.538","113.296","12.814","160.345","22.478","132.456","18.026","191.073","25.974","190.594","23.756","196.640","23.678","201.582","24.053","199.799","22.622"
"13","30","PHARMACEUTICAL PRODUCTS","KENYA","116.529","16.784","145.307","19.060","189.496","25.445","204.641","26.867","282.107","34.395","184.983","22.179","297.745","34.799","284.509","30.412","135.318","19.020","79.439","10.638","138.239","18.634","135.994","17.094","246.597","29.788","242.902","28.953","301.548","34.455","167.649","23.549","154.283","20.964","328.183","43.541","201.572","24.444","282.395","33.910","214.792","25.274","269.185","29.879","136.282","19.063","187.404","25.758","153.278","20.436","204.040","24.700","270.468","32.601","411.935","47.319","216.823","23.897","157.504","22.086","135.035","18.470","224.025","30.094","204.236","24.937","297.053","35.737","269.461","31.236","251.752","27.726","100.031","14.538","204.715","27.298","118.490","15.899","217.957","27.381","181.592","22.104","270.715","32.384","265.164","30.792","119.664","17.233","222.524","29.385","126.787","17.236","207.046","26.519","283.096","34.426","365.111","43.741","237.306","27.625","315.735","33.246","165.725","22.290","215.365","29.586","328.819","43.127","284.287","34.548","278.667","33.575","409.913","47.313","304.170","32.791","108.850","15.601","127.022","16.789","127.625","17.419","207.641","26.855","225.023","27.327","279.624","33.531","230.882","27.102","256.040","26.783","148.612","20.799","108.412","14.607","203.766","27.352","243.712","29.790","192.435","23.102","167.152","19.813","294.424","33.146","122.706","17.273","84.023","11.438","128.801","17.193","202.659","24.612","252.034","30.280","261.497","31.120","276.008","31.217","245.049","34.352","129.851","17.671","103.276","14.039","160.249","19.973","264.264","31.821","193.407","23.077","267.075","30.239"
"14","30","PHARMACEUTICAL PRODUCTS","MYANMAR","107.016","15.414","130.051","17.059","70.700","9.494","128.938","16.928","124.702","15.204","123.527","14.810","116.525","13.619","154.664","16.533","135.966","19.111","129.045","17.282","263.232","35.483","177.214","22.276","149.907","18.108","156.618","18.668","114.387","13.070","175.853","24.701","159.317","21.648","671.306","89.065","168.364","20.417","96.910","11.637","132.367","15.575","200.894","22.299","129.268","18.082","65.488","9.001","139.029","18.536","113.649","13.758","102.408","12.344","120.397","13.830","170.711","18.815","125.252","17.564","198.224","27.113","246.951","33.174","141.422","17.268","118.311","14.234","139.795","16.205","166.812","18.372","95.732","13.913","166.133","22.153","142.646","19.140","80.545","10.119","87.386","10.637","106.774","12.773","139.704","16.223","118.143","17.014","151.498","20.006","115.548","15.708","94.344","12.084","114.638","13.940","152.678","18.291","155.867","18.144","245.595","25.860","123.140","16.562","77.187","10.604","168.090","22.046","145.217","17.647","131.426","15.835","129.697","14.970","197.796","21.323","115.577","16.565","130.445","17.241","131.616","17.964","112.532","14.554","154.953","18.818","124.302","14.906","124.555","14.621","203.445","21.281","129.727","18.156","136.902","18.445","115.643","15.523","157.492","19.251","85.686","10.287","102.229","12.118","156.891","17.663","156.077","21.970","151.744","20.657","165.006","22.026","148.723","18.062","119.969","14.413","138.626","16.497","152.426","17.240","162.185","22.736","184.252","25.075","190.355","25.876","166.747","20.783","142.437","17.151","126.448","15.088","160.047","18.121"
"15","30","PHARMACEUTICAL PRODUCTS","PHILIPPINES","100.809","14.520","113.565","14.896","136.404","18.316","159.236","20.906","206.634","25.193","245.450","29.428","247.232","28.895","397.833","42.526","143.851","20.219","209.581","28.067","237.678","32.039","182.749","22.971","229.428","27.714","327.373","39.021","253.148","28.925","160.353","22.524","119.614","16.253","215.090","28.537","226.115","27.420","285.140","34.239","248.894","29.286","299.547","33.249","204.043","28.542","95.551","13.133","168.293","22.438","295.713","35.797","241.867","29.153","290.670","33.389","413.318","45.554","174.281","24.439","143.031","19.564","268.376","36.052","156.322","19.087","227.809","27.407","290.364","33.659","402.585","44.338","131.551","19.118","193.891","25.854","190.225","25.524","197.524","24.814","269.114","32.758","323.037","38.643","329.725","38.289","115.610","16.649","209.241","27.631","151.906","20.651","207.770","26.612","285.358","34.701","322.348","38.618","291.258","33.905","538.697","56.723","99.085","13.327","149.207","20.497","261.559","34.305","257.075","31.241","344.149","41.465","373.765","43.141","338.187","36.458","139.456","19.987","149.770","19.795","107.827","14.717","145.516","18.820","272.177","33.054","296.012","35.496","271.338","31.851","441.357","46.168","167.551","23.450","186.694","25.154","187.696","25.195","172.661","21.105","320.861","38.520","228.917","27.134","311.629","35.083","149.747","21.079","179.042","24.373","248.296","33.144","182.835","22.205","267.962","32.193","314.719","37.453","260.847","29.502","139.450","19.549","231.575","31.515","198.524","26.987","174.385","21.735","234.966","28.293","296.741","35.407","341.920","38.713"
"16","30","PHARMACEUTICAL PRODUCTS","NETHERLAND","94.720","13.643","130.586","17.129","155.247","20.846","378.519","49.695","241.853","29.487","268.613","32.205","226.065","26.421","510.871","54.609","148.656","20.895","160.753","21.528","185.366","24.987","204.503","25.706","330.260","39.893","300.907","35.867","452.257","51.676","154.119","21.648","171.257","23.271","227.744","30.216","314.752","38.168","362.731","43.556","264.833","31.162","423.273","46.983","151.450","21.185","152.241","20.925","194.880","25.983","227.369","27.524","249.113","30.027","279.160","32.067","447.790","49.354","124.581","17.469","164.583","22.512","455.966","61.252","269.762","32.938","260.253","31.310","339.794","39.389","507.986","55.946","134.376","19.529","178.959","23.863","160.924","21.593","288.102","36.193","312.549","38.045","271.245","32.448","342.156","39.733","109.190","15.725","162.459","21.453","195.917","26.634","222.804","28.537","306.406","37.260","400.362","47.964","301.065","35.047","438.449","46.167","114.263","15.368","176.026","24.182","217.992","28.591","311.783","37.889","325.591","39.229","317.400","36.635","393.471","42.418","105.980","15.189","127.737","16.883","164.304","22.425","611.460","79.082","267.785","32.521","279.953","33.570","362.571","42.560","443.253","46.367","139.853","19.573","160.897","21.678","149.162","20.023","311.698","38.100","380.982","45.737","260.409","30.867","404.214","45.506","149.011","20.976","138.168","18.809","178.479","23.824","237.933","28.896","1,075.703","129.236","306.725","36.502","300.137","33.946","138.759","19.452","165.328","22.499","152.888","20.783","328.270","40.915","305.346","36.768","291.755","34.812","427.240","48.373"
"17","30","PHARMACEUTICAL PRODUCTS","UGANDA","81.715","11.770","136.233","17.870","102.516","13.766","134.614","17.673","56.286","6.862","71.759","8.604","62.715","7.330","110.737","11.837","101.884","14.320","134.985","18.077","108.497","14.625","115.575","14.528","121.632","14.692","71.800","8.558","79.551","9.090","115.913","16.282","101.994","13.859","77.535","10.287","100.991","12.247","73.258","8.797","89.244","10.501","86.166","9.564","75.904","10.618","90.816","12.482","105.093","14.012","58.628","7.097","55.901","6.738","75.024","8.618","84.946","9.362","67.167","9.418","82.712","11.313","111.523","14.981","118.092","14.419","45.906","5.523","55.061","6.383","60.607","6.675","143.470","20.851","196.214","26.164","183.497","24.622","69.598","8.743","151.980","18.500","98.768","11.815","108.717","12.625","116.395","16.762","170.404","22.502","185.899","25.272","99.439","12.736","106.901","13.000","64.867","7.771","121.424","14.135","140.730","14.818","95.822","12.888","88.540","12.163","183.009","24.003","90.201","10.962","75.018","9.039","128.272","14.806","127.043","13.696","81.314","11.654","108.770","14.376","107.902","14.727","97.613","12.625","82.273","9.991","64.407","7.723","97.169","11.406","130.956","13.699","103.769","14.523","141.545","19.071","83.215","11.170","135.622","16.578","106.214","12.751","76.818","9.106","67.722","7.624","96.363","13.565","163.925","22.315","81.792","10.918","91.485","11.111","109.340","13.136","88.847","10.573","57.482","6.501","79.850","11.194","93.582","12.735","90.068","12.244","69.646","8.681","114.336","13.768","69.869","8.337","79.387","8.988"
"18","30","PHARMACEUTICAL PRODUCTS","MALAWI","81.629","11.757","59.728","7.835","76.853","10.320","32.393","4.253","19.071","2.325","46.099","5.527","16.481","1.926","10.184","1.089","86.189","12.114","42.959","5.753","33.519","4.518","19.782","2.487","34.401","4.155","22.597","2.693","21.095","2.410","14.491","2.035","12.785","1.737","50.042","6.639","98.586","11.955","13.272","1.594","24.354","2.866","13.943","1.548","85.151","11.911","72.563","9.973","8.887","1.185","61.763","7.477","18.515","2.232","8.047","0.924","58.602","6.459","71.964","10.091","21.406","2.928","26.753","3.594","31.519","3.849","55.347","6.659","20.870","2.419","10.357","1.141","112.243","16.312","66.855","8.915","39.691","5.326","15.389","1.933","10.923","1.330","21.197","2.536","11.307","1.313","65.191","9.388","97.404","12.863","123.056","16.729","27.828","3.564","8.594","1.045","23.961","2.871","10.518","1.224","8.862","0.933","25.731","3.461","93.180","12.801","110.543","14.498","54.925","6.675","59.133","7.125","68.686","7.928","24.002","2.588","14.832","2.126","55.253","7.303","7.449","1.017","58.438","7.558","23.171","2.814","59.096","7.086","73.881","8.673","9.349","0.978","20.304","2.842","20.828","2.806","12.266","1.647","13.402","1.638","11.613","1.394","17.801","2.110","14.940","1.682","15.736","2.215","18.038","2.456","18.077","2.413","21.634","2.627","10.809","1.299","13.770","1.639","17.168","1.942","60.565","8.490","35.728","4.862","12.300","1.672","24.988","3.114","17.084","2.057","24.641","2.940","14.315","1.621"
"19","30","PHARMACEUTICAL PRODUCTS","SRI LANKA DSR","74.823","10.777","108.746","14.264","132.089","17.737","111.178","14.597","199.737","24.352","122.270","14.660","177.473","20.742","206.065","22.027","132.366","18.605","156.864","21.007","135.310","18.240","137.975","17.343","205.992","24.883","141.061","16.814","223.604","25.549","136.940","19.235","157.910","21.457","197.128","26.154","169.508","20.555","197.368","23.700","192.690","22.673","217.118","24.100","132.650","18.555","116.806","16.054","110.157","14.687","217.670","26.350","139.492","16.814","163.015","18.726","232.490","25.624","141.613","19.858","148.656","20.333","97.474","13.094","145.151","17.723","170.146","20.470","132.468","15.356","237.536","26.161","107.906","15.682","182.619","24.351","140.150","18.805","117.962","14.819","152.613","18.577","126.486","15.131","165.590","19.229","100.394","14.458","157.698","20.825","150.415","20.448","139.881","17.916","175.245","21.311","166.629","19.963","197.764","23.022","277.423","29.212","106.027","14.260","148.754","20.435","145.507","19.084","219.522","26.677","210.520","25.365","225.945","26.079","229.738","24.767","99.415","14.248","154.682","20.444","124.599","17.006","86.678","11.210","166.289","20.195","123.166","14.769","163.055","19.140","238.167","24.914","115.011","16.096","126.053","16.984","115.337","15.482","153.488","18.761","148.142","17.785","199.037","23.593","231.901","26.107","142.181","20.014","167.318","22.777","121.268","16.187","102.776","12.482","180.118","21.640","186.671","22.215","191.326","21.639","128.999","18.084","197.154","26.830","108.433","14.740","155.811","19.420","173.695","20.915","164.996","19.687","236.374","26.763"
"20","30","PHARMACEUTICAL PRODUCTS","CONGO D. REP.","68.943","9.930","67.485","8.852","117.954","15.839","90.872","11.930","141.799","17.288","122.334","14.667","95.273","11.135","153.823","16.443","88.395","12.425","94.351","12.635","70.153","9.457","95.831","12.046","127.567","15.409","116.839","13.927","109.882","12.555","77.428","10.876","85.187","11.575","112.218","14.888","66.694","8.088","122.669","14.730","90.253","10.620","259.221","28.773","60.401","8.449","146.224","20.098","101.369","13.515","77.214","9.347","115.544","13.927","77.191","8.867","213.678","23.551","68.345","9.584","110.309","15.088","120.449","16.180","94.799","11.575","86.201","10.371","173.978","20.168","191.930","21.138","59.083","8.587","101.381","13.519","99.899","13.404","125.591","15.777","103.322","12.577","103.582","12.391","137.534","15.971","54.974","7.917","93.466","12.343","95.124","12.932","125.774","16.109","159.088","19.346","88.893","10.650","67.722","7.883","109.780","11.560","36.647","4.929","153.017","21.021","117.778","15.447","149.022","18.110","154.727","18.642","161.447","18.635","196.701","21.205","51.536","7.386","78.193","10.335","171.785","23.446","110.444","14.284","106.208","12.898","109.943","13.184","96.023","11.272","120.474","12.602","62.501","8.747","86.144","11.607","76.916","10.325","91.799","11.221","78.318","9.402","83.134","9.854","219.088","24.665","88.355","12.437","92.130","12.542","72.969","9.740","74.846","9.090","114.354","13.739","75.467","8.981","145.011","16.401","62.857","8.812","99.897","13.595","70.079","9.526","95.682","11.926","147.485","17.759","128.329","15.312","241.483","27.341"
"21","30","PHARMACEUTICAL PRODUCTS","UKRAINE","63.968","9.214","85.644","11.234","90.156","12.106","34.464","4.525","29.252","3.566","40.019","4.798","42.810","5.003","18.326","1.959","51.055","7.176","81.793","10.954","74.521","10.045","60.564","7.613","69.069","8.343","68.250","8.135","36.842","4.210","87.639","12.310","188.743","25.647","125.755","16.684","28.750","3.486","26.504","3.183","33.715","3.967","47.832","5.309","68.588","9.594","84.273","11.583","73.507","9.801","27.085","3.279","61.145","7.370","26.665","3.063","28.061","3.093","90.684","12.716","153.140","20.947","131.446","17.658","17.969","2.194","53.984","6.495","78.717","9.125","83.820","9.231","98.384","14.298","66.426","8.858","83.703","11.231","81.116","10.190","78.476","9.553","65.389","7.822","32.653","3.792","89.368","12.870","99.244","13.106","85.975","11.688","59.497","7.620","67.072","8.156","47.517","5.693","24.351","2.835","53.955","5.681","65.573","8.819","105.819","14.537","44.677","5.860","22.703","2.759","73.951","8.910","63.229","7.298","67.812","7.310","55.151","7.904","93.070","12.301","58.246","7.950","93.405","12.080","42.824","5.201","23.865","2.862","32.933","3.866","43.254","4.525","58.531","8.192","136.085","18.335","105.062","14.103","55.345","6.765","36.151","4.340","12.566","1.490","40.772","4.590","56.177","7.908","117.070","15.937","84.908","11.334","38.858","4.719","70.302","8.446","29.810","3.548","44.328","5.014","69.307","9.716","75.331","10.252","104.053","14.145","59.970","7.475","45.374","5.464","60.328","7.198","61.598","6.974"
"22","30","PHARMACEUTICAL PRODUCTS","VIETNAM SOC REP","62.382","8.985","77.637","10.184","70.000","9.399","67.997","8.927","64.784","7.898","88.158","10.570","89.662","10.479","97.032","10.372","69.349","9.747","58.512","7.836","122.546","16.519","84.476","10.619","126.350","15.262","105.947","12.628","115.256","13.169","96.379","13.538","116.429","15.821","145.585","19.315","227.334","27.568","168.258","20.204","176.662","20.787","185.206","20.558","83.936","11.741","58.045","7.978","75.090","10.012","61.442","7.438","102.552","12.361","96.279","11.060","115.140","12.690","64.546","9.051","52.986","7.247","115.217","15.477","50.388","6.152","134.659","16.200","66.187","7.673","119.190","13.127","67.545","9.816","72.820","9.710","75.220","10.093","97.163","12.206","90.105","10.968","118.498","14.175","97.640","11.338","88.067","12.683","135.621","17.909","94.554","12.854","107.746","13.800","105.377","12.814","147.676","17.692","165.273","19.239","165.709","17.449","68.760","9.248","96.691","13.283","95.939","12.583","115.379","14.021","187.671","22.612","174.585","20.151","212.768","22.937","62.172","8.911","91.619","12.109","61.494","8.393","80.478","10.409","75.591","9.180","98.074","11.760","105.901","12.431","121.172","12.675","88.118","12.333","87.971","11.853","75.923","10.192","130.889","15.999","111.510","13.387","133.991","15.882","129.894","14.624","66.288","9.331","83.092","11.311","62.777","8.380","103.952","12.625","103.936","12.487","132.018","15.711","87.850","9.936","77.773","10.903","92.598","12.601","209.690","28.505","98.674","12.299","103.511","12.464","154.371","18.420","139.323","15.774"
"23","30","PHARMACEUTICAL PRODUCTS","MALTA","61.261","8.824","76.326","10.012","80.340","10.788","63.764","8.371","117.051","14.271","141.092","16.916","180.496","21.096","211.149","22.571","63.596","8.939","88.150","11.805","87.100","11.741","77.164","9.699","139.494","16.850","150.037","17.884","253.845","29.005","96.237","13.518","103.865","14.113","78.548","10.421","105.973","12.851","181.960","21.850","143.644","16.902","306.936","34.069","79.285","11.091","71.651","9.848","89.405","11.920","100.195","12.129","147.121","17.733","132.361","15.204","244.073","26.901","86.784","12.169","99.542","13.615","139.677","18.763","107.149","13.083","162.056","19.496","162.103","18.791","203.905","22.457","41.999","6.104","100.925","13.458","83.901","11.258","80.242","10.080","101.182","12.316","133.508","15.971","208.879","24.256","50.343","7.250","113.158","14.943","78.845","10.719","59.022","7.560","101.924","12.394","171.013","20.488","191.699","22.316","225.012","23.693","79.998","10.760","88.731","12.189","63.719","8.357","114.903","13.963","116.329","14.016","179.656","20.736","262.325","28.280","48.131","6.898","81.281","10.743","64.704","8.831","58.279","7.537","123.432","14.990","146.353","17.550","190.484","22.360","247.598","25.900","79.673","11.151","100.274","13.510","79.662","10.693","97.415","11.907","169.396","20.336","127.454","15.108","243.758","27.442","66.355","9.341","79.557","10.830","76.327","10.188","59.728","7.254","136.836","16.440","190.508","22.672","243.107","27.496","69.787","9.783","110.264","15.006","79.216","10.768","101.128","12.604","130.108","15.667","189.395","22.599","263.163","29.796"
"24","30","PHARMACEUTICAL PRODUCTS","CHILE","61.006","8.787","47.764","6.265","70.108","9.414","99.623","13.079","130.764","15.943","139.752","16.756","148.543","17.361","152.098","16.258","43.822","6.160","66.438","8.897","86.240","11.625","86.820","10.913","136.790","16.523","156.581","18.664","131.884","15.069","53.088","7.457","95.495","12.976","108.930","14.452","88.179","10.693","149.114","17.905","147.662","17.375","144.802","16.073","61.747","8.637","80.679","11.089","92.128","12.283","106.952","12.947","150.338","18.121","129.614","14.889","153.753","16.946","62.943","8.826","92.672","12.676","82.945","11.142","79.791","9.743","118.748","14.286","153.598","17.805","148.074","16.308","46.726","6.791","95.387","12.719","99.030","13.288","99.582","12.510","131.321","15.985","144.353","17.268","150.330","17.457","61.329","8.832","64.772","8.553","120.352","16.361","83.674","10.717","123.284","14.992","143.487","17.190","156.843","18.258","172.291","18.142","52.255","7.028","91.472","12.566","93.410","12.251","132.777","16.135","157.657","18.995","226.932","26.193","177.628","19.149","55.688","7.981","47.801","6.318","121.480","16.580","74.633","9.653","86.277","10.478","151.706","18.192","149.986","17.606","141.957","14.849","50.989","7.136","68.238","9.194","64.596","8.671","93.721","11.456","111.100","13.338","122.102","14.473","130.860","14.732","57.997","8.164","79.486","10.821","108.604","14.497","81.861","9.942","155.790","18.717","152.696","18.172","130.016","14.705","50.582","7.091","79.216","10.780","88.661","12.052","87.663","10.926","124.750","15.022","121.172","14.458","169.049","19.140"
"25","30","PHARMACEUTICAL PRODUCTS","MOZAMBIQUE","54.913","7.909","57.962","7.603","116.661","15.665","80.393","10.555","102.028","12.439","133.735","16.034","78.732","9.202","106.782","11.414","49.680","6.983","167.746","22.464","81.462","10.981","130.330","16.382","175.003","21.139","79.610","9.489","136.552","15.603","145.638","20.457","80.035","10.875","110.915","14.716","55.425","6.721","60.448","7.259","118.851","13.985","81.396","9.035","123.798","17.317","57.995","7.971","82.019","10.935","66.259","8.021","85.474","10.303","87.448","10.045","119.585","13.180","125.106","17.543","39.457","5.397","60.589","8.139","70.702","8.633","54.472","6.553","42.373","4.912","173.673","19.127","21.741","3.160","121.882","16.252","221.020","29.656","83.679","10.512","94.820","11.542","88.397","10.575","108.374","12.585","92.937","13.384","46.678","6.164","24.989","3.397","87.985","11.269","119.835","14.573","69.903","8.375","45.488","5.295","82.193","8.655","72.146","9.703","48.207","6.623","82.794","10.859","96.388","11.713","119.971","14.455","173.256","19.998","102.166","11.014","71.681","10.273","51.731","6.837","49.439","6.748","104.435","13.507","118.406","14.380","45.116","5.410","66.283","7.781","58.622","6.132","134.676","18.849","119.516","16.103","64.584","8.669","58.274","7.123","62.716","7.529","59.734","7.080","104.540","11.769","33.410","4.703","147.210","20.040","67.007","8.944","143.574","17.437","164.333","19.743","176.486","21.003","109.400","12.373","64.104","8.986","67.230","9.149","35.407","4.813","95.312","11.880","355.808","42.844","147.826","17.639","79.653","9.018"
